Unique ID	Parent ID	taxonomy type	Name	Tier 1	Tier 2	Tier 3	condensed_name_full
1484	1482.0	adproduct	Real Estate Rentals	Real Estate	Real Estate Rentals		Real Estate Rentals | Real Estate | Real Estate Rentals
1485	1482.0	adproduct	Real Estate Sales	Real Estate	Real Estate Sales		Real Estate Sales | Real Estate | Real Estate Sales
1486	1482.0	adproduct	Real Estate Services For Owners	Real Estate	Real Estate Services For Owners		Real Estate Services For Owners | Real Estate | Real Estate Services For Owners
1487		adproduct	Religion and Spirituality	Religion and Spirituality			Religion and Spirituality | Religion and Spirituality |
1488	1487.0	adproduct	Astrology	Religion and Spirituality	Astrology		Astrology | Religion and Spirituality | Astrology
1489	1487.0	adproduct	Prayer and Mindfullness Applications	Religion and Spirituality	Prayer and Mindfullness Applications		Prayer and Mindfullness Applications | Religion and Spirituality | Prayer and Mindfullness Applications
1490	1487.0	adproduct	Prayer and worship services	Religion and Spirituality	Prayer and Worship Services		Prayer and worship services | Religion and Spirituality | Prayer and Worship Services
1491	1487.0	adproduct	Religious causes	Religion and Spirituality	Religious Causes		Religious causes | Religion and Spirituality | Religious Causes
1492	1487.0	adproduct	Religious charities	Religion and Spirituality	Religious Charities		Religious charities | Religion and Spirituality | Religious Charities
1493	1487.0	adproduct	Religious organizaitions	Religion and Spirituality	Religious Organizaitions		Religious organizaitions | Religion and Spirituality | Religious Organizaitions
1494		adproduct	Retail	Retail			Retail | Retail |
1495	1494.0	adproduct	Arts and Crafts Supplies	Retail	Arts and Crafts Supplies		Arts and Crafts Supplies | Retail | Arts and Crafts Supplies
1496	1494.0	adproduct	Cell Phone Stores	Retail	Cell Phone Stores		Cell Phone Stores | Retail | Cell Phone Stores
1497	1494.0	adproduct	Clothing Stores	Retail	Clothing Stores		Clothing Stores | Retail | Clothing Stores
1498	1494.0	adproduct	Department Stores	Retail	Department Stores		Department Stores | Retail | Department Stores
1499	1494.0	adproduct	eCommerce	Retail	eCommerce		eCommerce | Retail | eCommerce
1500	1494.0	adproduct	Factory Outlet Stores	Retail	Factory Outlet Stores		Factory Outlet Stores | Retail | Factory Outlet Stores
1501	1494.0	adproduct	Grocery Stores and Supermarkets	Retail	Grocery Stores and Supermarkets		Grocery Stores and Supermarkets | Retail | Grocery Stores and Supermarkets
1502	1494.0	adproduct	Hardware Stores	Retail	Hardware Stores		Hardware Stores | Retail | Hardware Stores
1503	1494.0	adproduct	Musical Instruments and Record Stores	Retail	Musical Instruments and Record Stores		Musical Instruments and Record Stores | Retail | Musical Instruments and Record Stores
1504	1494.0	adproduct	Pawn Shops	Retail	Pawn Shops		Pawn Shops | Retail | Pawn Shops
1505	1494.0	adproduct	Pet and Pet Supply Stores	Retail	Pet and Pet Supply Stores		Pet and Pet Supply Stores | Retail | Pet and Pet Supply Stores
1506	1494.0	adproduct	Shopping Malls	Retail	Shopping Malls		Shopping Malls | Retail | Shopping Malls
1507	1494.0	adproduct	Specialty Stores	Retail	Specialty Stores		Specialty Stores | Retail | Specialty Stores
1508	1494.0	adproduct	Sporting Goods Stores	Retail	Sporting Goods Stores		Sporting Goods Stores | Retail | Sporting Goods Stores
1509	1494.0	adproduct	Ticket Services	Retail	Ticket Services		Ticket Services | Retail | Ticket Services
1510		adproduct	Fitness Activities	Fitness Activities			Fitness Activities | Fitness Activities |
1511	1510.0	adproduct	Dance Studios	Fitness Activities	Dance Studios		Dance Studios | Fitness Activities | Dance Studios
1512	1510.0	adproduct	Gyms and Health Clubs	Fitness Activities	Gyms and Health Clubs		Gyms and Health Clubs | Fitness Activities | Gyms and Health Clubs
1513	1510.0	adproduct	Participant Sports Leagues	Fitness Activities	Participant Sports Leagues		Participant Sports Leagues | Fitness Activities | Participant Sports Leagues
1514	1510.0	adproduct	Personal Trainers	Fitness Activities	Personal Trainers		Personal Trainers | Fitness Activities | Personal Trainers
1515	1510.0	adproduct	Self Defense and Martial Arts Classes	Fitness Activities	Self Defense and Martial Arts Classes		Self Defense and Martial Arts Classes | Fitness Activities | Self Defense and Martial Arts Classes
1516	1510.0	adproduct	Swimming Facilities	Fitness Activities	Swimming Facilities		Swimming Facilities | Fitness Activities | Swimming Facilities
1517	1510.0	adproduct	Workout and Step Tracking Applications	Fitness Activities	Workout and Step Tracking Applications		Workout and Step Tracking Applications | Fitness Activities | Workout and Step Tracking Applications
1518	1510.0	adproduct	Yoga Studios	Fitness Activities	Yoga Studios		Yoga Studios | Fitness Activities | Yoga Studios
1519		adproduct	Sexual Health	Sexual Health			Sexual Health | Sexual Health |
1520	1519.0	adproduct	Contraceptives	Sexual Health	Contraceptives		Contraceptives | Sexual Health | Contraceptives
1521	1519.0	adproduct	Doctor Perscribed Medicines	Sexual Health	Doctor Perscribed Medicines		Doctor Perscribed Medicines | Sexual Health | Doctor Perscribed Medicines
1522	1519.0	adproduct	Fertility Tracking Applications	Sexual Health	Fertility Tracking Applications		Fertility Tracking Applications | Sexual Health | Fertility Tracking Applications
1523	1519.0	adproduct	Non-perscribed Performance Enhancers	Sexual Health	Non-Perscribed Performance Enhancers		Non-perscribed Performance Enhancers | Sexual Health | Non-Perscribed Performance Enhancers
1524		adproduct	Sporting Goods	Sporting Goods			Sporting Goods | Sporting Goods |
1525	1524.0	adproduct	Athletics Equipment	Sporting Goods	Athletics Equipment		Athletics Equipment | Sporting Goods | Athletics Equipment
1526	1524.0	adproduct	Exercise and Fitness Equipment	Sporting Goods	Exercise and Fitness Equipment		Exercise and Fitness Equipment | Sporting Goods | Exercise and Fitness Equipment
1527	1524.0	adproduct	Indoor Games Equipment	Sporting Goods	Indoor Games Equipment		Indoor Games Equipment | Sporting Goods | Indoor Games Equipment
1528	1524.0	adproduct	Outdoor Recreation Equipment	Sporting Goods	Outdoor Recreation Equipment		Outdoor Recreation Equipment | Sporting Goods | Outdoor Recreation Equipment
1529		adproduct	Travel and Tourism	Travel and Tourism			Travel and Tourism | Travel and Tourism |
1530	1529.0	adproduct	Accommodations	Travel and Tourism	Accommodations		Accommodations | Travel and Tourism | Accommodations
1531	1530.0	adproduct	Bed and Breakfasts	Travel and Tourism	Accommodations	Bed and Breakfasts	Bed and Breakfasts | Travel and Tourism | Accommodations | Bed and Breakfasts
1532	1530.0	adproduct	Camping and Camp Grounds	Travel and Tourism	Accommodations	Camping and Camp Grounds	Camping and Camp Grounds | Travel and Tourism | Accommodations | Camping and Camp Grounds
1533	1530.0	adproduct	Hotels and Resorts	Travel and Tourism	Accommodations	Hotels and Resorts	Hotels and Resorts | Travel and Tourism | Accommodations | Hotels and Resorts
1534	1530.0	adproduct	Motels	Travel and Tourism	Accommodations	Motels	Motels | Travel and Tourism | Accommodations | Motels
1535	1530.0	adproduct	Timeshares	Travel and Tourism	Accommodations	Timeshares	Timeshares | Travel and Tourism | Accommodations | Timeshares
1536	1530.0	adproduct	Vacation Rentals	Travel and Tourism	Accommodations	Vacation Rentals	Vacation Rentals | Travel and Tourism | Accommodations | Vacation Rentals
1537	1529.0	adproduct	Air Travel	Travel and Tourism	Air Travel		Air Travel | Travel and Tourism | Air Travel
1538	1529.0	adproduct	Cruises	Travel and Tourism	Cruises		Cruises | Travel and Tourism | Cruises
1539	1529.0	adproduct	Rail Travel	Travel and Tourism	Rail Travel		Rail Travel | Travel and Tourism | Rail Travel
1540	1529.0	adproduct	Sightseeing Tours and Activities	Travel and Tourism	Sightseeing Tours and Activities		Sightseeing Tours and Activities | Travel and Tourism | Sightseeing Tours and Activities
1541	1529.0	adproduct	Travel Agents and Online Travel Services	Travel and Tourism	Travel Agents and Online Travel Services		Travel Agents and Online Travel Services | Travel and Tourism | Travel Agents and Online Travel Services
1542	1529.0	adproduct	Travel Packages	Travel and Tourism	Travel Packages		Travel Packages | Travel and Tourism | Travel Packages
1543	1529.0	adproduct	Travel Planning and Itinerary Management Applications	Travel and Tourism	Travel Planning and Itinerary Management Applications		Travel Planning and Itinerary Management Applications | Travel and Tourism | Travel Planning and Itinerary Management Applications
1544		adproduct	Tobacco	Tobacco			Tobacco | Tobacco |
1545	1544.0	adproduct	Cigars	Tobacco	Cigars		Cigars | Tobacco | Cigars
1546	1544.0	adproduct	Cigarettes	Tobacco	Cigarettes		Cigarettes | Tobacco | Cigarettes
1547	1544.0	adproduct	Smokeless Tobacco	Tobacco	Smokeless Tobacco		Smokeless Tobacco | Tobacco | Smokeless Tobacco
1548	1544.0	adproduct	Vaping	Tobacco	Vaping		Vaping | Tobacco | Vaping
1549	1544.0	adproduct	Vaping Cartridges	Tobacco	Vaping Cartridges		Vaping Cartridges | Tobacco | Vaping Cartridges
1550	1544.0	adproduct	Vaporizors	Tobacco	Vaporizors		Vaporizors | Tobacco | Vaporizors
1551		adproduct	Vehicles	Vehicles			Vehicles | Vehicles |
1552	1551.0	adproduct	Automotive Leasing	Vehicles	Automotive Leasing		Automotive Leasing | Vehicles | Automotive Leasing
1553	1551.0	adproduct	Automotive Ownership	Vehicles	Automotive Ownership		Automotive Ownership | Vehicles | Automotive Ownership
1554	1553.0	adproduct	New vehicle Ownership	Vehicles	Automotive Ownership	New Vehicle Ownership	New vehicle Ownership | Vehicles | Automotive Ownership | New Vehicle Ownership
1555	1553.0	adproduct	Pre-owned Automotive Ownership	Vehicles	Automotive Ownership	Pre-owned Automotive Ownership	Pre-owned Automotive Ownership | Vehicles | Automotive Ownership | Pre-owned Automotive Ownership
1556	1551.0	adproduct	Automotive Products	Vehicles	Automotive Products		Automotive Products | Vehicles | Automotive Products
1557	1556.0	adproduct	Automotive Care Products	Vehicles	Automotive Products	Automotive Care Products	Automotive Care Products | Vehicles | Automotive Products | Automotive Care Products
1558	1556.0	adproduct	Automotive Parts and Accessories	Vehicles	Automotive Products	Automotive Parts and Accessories	Automotive Parts and Accessories | Vehicles | Automotive Products | Automotive Parts and Accessories
1559	1556.0	adproduct	Aftermarket Parts and Accessories	Vehicles	Automotive Products	Aftermarket Parts and Accessories	Aftermarket Parts and Accessories | Vehicles | Automotive Products | Aftermarket Parts and Accessories
1560	1551.0	adproduct	Automotive Services	Vehicles	Automotive Services		Automotive Services | Vehicles | Automotive Services
1561	1560.0	adproduct	Auto Towing	Vehicles	Automotive Services	Auto Towing	Auto Towing | Vehicles | Automotive Services | Auto Towing
1562	1560.0	adproduct	Auto Repair	Vehicles	Automotive Services	Auto Repair	Auto Repair | Vehicles | Automotive Services | Auto Repair
1563	1560.0	adproduct	Car Wash	Vehicles	Automotive Services	Car Wash	Car Wash | Vehicles | Automotive Services | Car Wash
1564	1551.0	adproduct	Automotive Sales Applications	Vehicles	Automotive Sales Applications		Automotive Sales Applications | Vehicles | Automotive Sales Applications
1565	1551.0	adproduct	Ride-sharing Services	Vehicles	Ride-sharing Services		Ride-sharing Services | Vehicles | Ride-sharing Services
1566	1551.0	adproduct	Taxi Services	Vehicles	Taxi Services		Taxi Services | Vehicles | Taxi Services
1567	1551.0	adproduct	Vehicle Rental	Vehicles	Vehicle Rental		Vehicle Rental | Vehicles | Vehicle Rental
1568	1551.0	adproduct	Vehicle Type	Vehicles	Vehicle Type		Vehicle Type | Vehicles | Vehicle Type
1569	1568.0	adproduct	Boats	Vehicles	Vehicle Type	Boats	Boats | Vehicles | Vehicle Type | Boats
1570	1568.0	adproduct	Diesel Vehicles	Vehicles	Vehicle Type	Diesel Vehicles	Diesel Vehicles | Vehicles | Vehicle Type | Diesel Vehicles
1571	1568.0	adproduct	Electric Vehicles	Vehicles	Vehicle Type	Electric Vehicles	Electric Vehicles | Vehicles | Vehicle Type | Electric Vehicles
1572	1568.0	adproduct	Gas Vehicles	Vehicles	Vehicle Type	Gas Vehicles	Gas Vehicles | Vehicles | Vehicle Type | Gas Vehicles
1573	1568.0	adproduct	Hybrid Vehicles	Vehicles	Vehicle Type	Hybrid Vehicles	Hybrid Vehicles | Vehicles | Vehicle Type | Hybrid Vehicles
1574	1568.0	adproduct	Recreational Vehicles	Vehicles	Vehicle Type	Recreational Vehicles	Recreational Vehicles | Vehicles | Vehicle Type | Recreational Vehicles
1575	1568.0	adproduct	Scooters, Motorbikes, and E-bikes	Vehicles	Vehicle Type	Scooters, Motorbikes, and E-bikes	Scooters, Motorbikes, and E-bikes | Vehicles | Vehicle Type | Scooters, Motorbikes, and E-bikes
1576		adproduct	Weapons and Ammunition	Weapons and Ammunition			Weapons and Ammunition | Weapons and Ammunition |
1577	1576.0	adproduct	Ammunition	Weapons and Ammunition	Ammunition		Ammunition | Weapons and Ammunition | Ammunition
1578	1576.0	adproduct	Guns	Weapons and Ammunition	Guns		Guns | Weapons and Ammunition | Guns
1579	1576.0	adproduct	Gun Accessories	Weapons and Ammunition	Gun Accessories		Gun Accessories | Weapons and Ammunition | Gun Accessories
1580	1576.0	adproduct	Gun Shows and Auctions	Weapons and Ammunition	Gun Shows and Auctions		Gun Shows and Auctions | Weapons and Ammunition | Gun Shows and Auctions
1581	1576.0	adproduct	Non-Projectile Weapons	Weapons and Ammunition	Non-Projectile Weapons		Non-Projectile Weapons | Weapons and Ammunition | Non-Projectile Weapons
1582	1576.0	adproduct	Taster and Stun Guns	Weapons and Ammunition	Taster and Stun Guns		Taster and Stun Guns | Weapons and Ammunition | Taster and Stun Guns
