Unique ID	Parent	taxonomy type	Name	Tier 1	Tier 2	Tier 3	Tier 4	Extension	Podcast Genres	CTV Genres	condensed_name_full
273	239	content	Genealogy and Ancestry	Hobbies & Interests	Genealogy and Ancestry						Genealogy and Ancestry | Hobbies & Interests | Genealogy and Ancestry |  |  |
241	239	content	Magic and Illusion	Hobbies & Interests	Magic and Illusion						Magic and Illusion | Hobbies & Interests | Magic and Illusion |  |  |
242	239	content	Model Toys	Hobbies & Interests	Model Toys						Model Toys | Hobbies & Interests | Model Toys |  |  |
243	239	content	Musical Instruments	Hobbies & Interests	Musical Instruments						Musical Instruments | Hobbies & Interests | Musical Instruments |  |  |
244	239	content	Paranormal Phenomena	Hobbies & Interests	Paranormal Phenomena					Paranormal	Paranormal Phenomena | Hobbies & Interests | Paranormal Phenomena |  |  |  | Paranormal
245	239	content	Radio Control	Hobbies & Interests	Radio Control						Radio Control | Hobbies & Interests | Radio Control |  |  |
246	239	content	Sci-fi and Fantasy	Hobbies & Interests	Sci-fi and Fantasy						Sci-fi and Fantasy | Hobbies & Interests | Sci-fi and Fantasy |  |  |
247	239	content	Workshops and Classes	Hobbies & Interests	Workshops and Classes						Workshops and Classes | Hobbies & Interests | Workshops and Classes |  |  |
1KXCLD		content	Holidays	Holidays							Holidays | Holidays |  |  |  |
157	1KXCLD	content	National & Civic Holidays	Holidays	National & Civic Holidays						National & Civic Holidays | Holidays | National & Civic Holidays |  |  |
274		content	Home & Garden	Home & Garden					Home & Garden	Home & Garden	Home & Garden | Home & Garden |  |  |  | Home & Garden | Home & Garden
275	274	content	Gardening	Home & Garden	Gardening						Gardening | Home & Garden | Gardening |  |  |
278	274	content	Home Appliances	Home & Garden	Home Appliances						Home Appliances | Home & Garden | Home Appliances |  |  |
279	274	content	Home Entertaining	Home & Garden	Home Entertaining						Home Entertaining | Home & Garden | Home Entertaining |  |  |
280	274	content	Home Improvement	Home & Garden	Home Improvement						Home Improvement | Home & Garden | Home Improvement |  |  |
281	274	content	Home Security	Home & Garden	Home Security						Home Security | Home & Garden | Home Security |  |  |
282	274	content	Indoor Environmental Quality	Home & Garden	Indoor Environmental Quality						Indoor Environmental Quality | Home & Garden | Indoor Environmental Quality |  |  |
283	274	content	Interior Decorating	Home & Garden	Interior Decorating						Interior Decorating | Home & Garden | Interior Decorating |  |  |
284	274	content	Landscaping	Home & Garden	Landscaping						Landscaping | Home & Garden | Landscaping |  |  |
285	274	content	Outdoor Decorating	Home & Garden	Outdoor Decorating						Outdoor Decorating | Home & Garden | Outdoor Decorating |  |  |
276	274	content	Remodeling & Construction	Home & Garden	Remodeling & Construction						Remodeling & Construction | Home & Garden | Remodeling & Construction |  |  |
277	274	content	Smart Home	Home & Garden	Smart Home			SCD			Smart Home | Home & Garden | Smart Home |  |  |
383		content	Law	Law				SCD		Law	Law | Law |  |  |  |  | Law
286		content	Medical Health	Medical Health				SCD	Medicine		Medical Health | Medical Health |  |  |  | Medicine
323	286	content	Cosmetic Medical Services	Medical Health	Cosmetic Medical Services			SCD			Cosmetic Medical Services | Medical Health | Cosmetic Medical Services |  |  |
287	286	content	Diseases and Conditions	Medical Health	Diseases and Conditions			SCD			Diseases and Conditions | Medical Health | Diseases and Conditions |  |  |
288	287	content	Allergies	Medical Health	Diseases and Conditions	Allergies		SCD			Allergies | Medical Health | Diseases and Conditions | Allergies |  |
306	287	content	Blood Disorders	Medical Health	Diseases and Conditions	Blood Disorders		SCD			Blood Disorders | Medical Health | Diseases and Conditions | Blood Disorders |  |
312	287	content	Bone and Joint Conditions	Medical Health	Diseases and Conditions	Bone and Joint Conditions		SCD			Bone and Joint Conditions | Medical Health | Diseases and Conditions | Bone and Joint Conditions |  |
313	287	content	Brain and Nervous System Disorders	Medical Health	Diseases and Conditions	Brain and Nervous System Disorders		SCD			Brain and Nervous System Disorders | Medical Health | Diseases and Conditions | Brain and Nervous System Disorders |  |
314	287	content	Cancer	Medical Health	Diseases and Conditions	Cancer		SCD			Cancer | Medical Health | Diseases and Conditions | Cancer |  |
315	287	content	Cold and Flu	Medical Health	Diseases and Conditions	Cold and Flu		SCD			Cold and Flu | Medical Health | Diseases and Conditions | Cold and Flu |  |
316	287	content	Dental Health	Medical Health	Diseases and Conditions	Dental Health		SCD			Dental Health | Medical Health | Diseases and Conditions | Dental Health |  |
317	287	content	Diabetes	Medical Health	Diseases and Conditions	Diabetes		SCD			Diabetes | Medical Health | Diseases and Conditions | Diabetes |  |
318	287	content	Digestive Disorders	Medical Health	Diseases and Conditions	Digestive Disorders		SCD			Digestive Disorders | Medical Health | Diseases and Conditions | Digestive Disorders |  |
289	287	content	Ear, Nose and Throat Conditions	Medical Health	Diseases and Conditions	Ear, Nose and Throat Conditions		SCD			Ear, Nose and Throat Conditions | Medical Health | Diseases and Conditions | Ear, Nose and Throat Conditions |  |
290	287	content	Endocrine and Metabolic Diseases	Medical Health	Diseases and Conditions	Endocrine and Metabolic Diseases		SCD			Endocrine and Metabolic Diseases | Medical Health | Diseases and Conditions | Endocrine and Metabolic Diseases |  |
291	290	content	Hormonal Disorders	Medical Health	Diseases and Conditions	Endocrine and Metabolic Diseases	Hormonal Disorders	SCD			Hormonal Disorders | Medical Health | Diseases and Conditions | Endocrine and Metabolic Diseases | Hormonal Disorders |
292	290	content	Menopause	Medical Health	Diseases and Conditions	Endocrine and Metabolic Diseases	Menopause	SCD			Menopause | Medical Health | Diseases and Conditions | Endocrine and Metabolic Diseases | Menopause |
293	290	content	Thyroid Disorders	Medical Health	Diseases and Conditions	Endocrine and Metabolic Diseases	Thyroid Disorders	SCD			Thyroid Disorders | Medical Health | Diseases and Conditions | Endocrine and Metabolic Diseases | Thyroid Disorders |
294	287	content	Eye and Vision Conditions	Medical Health	Diseases and Conditions	Eye and Vision Conditions		SCD			Eye and Vision Conditions | Medical Health | Diseases and Conditions | Eye and Vision Conditions |  |
295	287	content	Foot Health	Medical Health	Diseases and Conditions	Foot Health		SCD			Foot Health | Medical Health | Diseases and Conditions | Foot Health |  |
296	287	content	Heart and Cardiovascular Diseases	Medical Health	Diseases and Conditions	Heart and Cardiovascular Diseases		SCD			Heart and Cardiovascular Diseases | Medical Health | Diseases and Conditions | Heart and Cardiovascular Diseases |  |
297	287	content	Infectious Diseases	Medical Health	Diseases and Conditions	Infectious Diseases		SCD			Infectious Diseases | Medical Health | Diseases and Conditions | Infectious Diseases |  |
298	287	content	Injuries	Medical Health	Diseases and Conditions	Injuries		SCD			Injuries | Medical Health | Diseases and Conditions | Injuries |  |
299	298	content	First Aid	Medical Health	Diseases and Conditions	Injuries	First Aid	SCD			First Aid | Medical Health | Diseases and Conditions | Injuries | First Aid |
300	287	content	Lung and Respiratory Health	Medical Health	Diseases and Conditions	Lung and Respiratory Health		SCD			Lung and Respiratory Health | Medical Health | Diseases and Conditions | Lung and Respiratory Health |  |
301	287	content	Mental Health	Medical Health	Diseases and Conditions	Mental Health		SCD	Mental Health		Mental Health | Medical Health | Diseases and Conditions | Mental Health |  | Mental Health
302	287	content	Reproductive Health	Medical Health	Diseases and Conditions	Reproductive Health		SCD			Reproductive Health | Medical Health | Diseases and Conditions | Reproductive Health |  |
303	302	content	Birth Control	Medical Health	Diseases and Conditions	Reproductive Health	Birth Control	SCD			Birth Control | Medical Health | Diseases and Conditions | Reproductive Health | Birth Control |
304	302	content	Infertility	Medical Health	Diseases and Conditions	Reproductive Health	Infertility	SCD			Infertility | Medical Health | Diseases and Conditions | Reproductive Health | Infertility |
305	302	content	Pregnancy	Medical Health	Diseases and Conditions	Reproductive Health	Pregnancy	SCD			Pregnancy | Medical Health | Diseases and Conditions | Reproductive Health | Pregnancy |
307	287	content	Sexual Health	Medical Health	Diseases and Conditions	Sexual Health		SCD			Sexual Health | Medical Health | Diseases and Conditions | Sexual Health |  |
308	307	content	Sexual Conditions	Medical Health	Diseases and Conditions	Sexual Health	Sexual Conditions	SCD			Sexual Conditions | Medical Health | Diseases and Conditions | Sexual Health | Sexual Conditions |
309	287	content	Skin and Dermatology	Medical Health	Diseases and Conditions	Skin and Dermatology		SCD			Skin and Dermatology | Medical Health | Diseases and Conditions | Skin and Dermatology |  |
310	287	content	Sleep Disorders	Medical Health	Diseases and Conditions	Sleep Disorders		SCD			Sleep Disorders | Medical Health | Diseases and Conditions | Sleep Disorders |  |
311	287	content	Substance Abuse	Medical Health	Diseases and Conditions	Substance Abuse		SCD			Substance Abuse | Medical Health | Diseases and Conditions | Substance Abuse |  |
319	286	content	Medical Tests	Medical Health	Medical Tests						Medical Tests | Medical Health | Medical Tests |  |  |
320	286	content	Pharmaceutical Drugs	Medical Health	Pharmaceutical Drugs						Pharmaceutical Drugs | Medical Health | Pharmaceutical Drugs |  |  |
321	286	content	Surgery	Medical Health	Surgery						Surgery | Medical Health | Surgery |  |  |
322	286	content	Vaccines	Medical Health	Vaccines						Vaccines | Medical Health | Vaccines |  |  |
342	338	content	Adult Album Alternative	Entertainment	Adult Album Alternative						Adult Album Alternative | Entertainment | Adult Album Alternative |  |  |
339	338	content	Adult Contemporary Music	Entertainment	Adult Contemporary Music						Adult Contemporary Music | Entertainment | Adult Contemporary Music |  |  |
340	339	content	Soft AC Music	Entertainment	Adult Contemporary Music	Soft AC Music					Soft AC Music | Entertainment | Adult Contemporary Music | Soft AC Music |  |
341	339	content	Urban AC Music	Entertainment	Adult Contemporary Music	Urban AC Music					Urban AC Music | Entertainment | Adult Contemporary Music | Urban AC Music |  |
343	338	content	Alternative Music	Entertainment	Alternative Music						Alternative Music | Entertainment | Alternative Music |  |  |
360	338	content	Blues	Entertainment	Blues						Blues | Entertainment | Blues |  |  |
344	338	content	Children's Music	Entertainment	Children's Music						Children's Music | Entertainment | Children's Music |  |  |
345	338	content	Classic Hits	Entertainment	Classic Hits						Classic Hits | Entertainment | Classic Hits |  |  |
346	338	content	Classical Music	Entertainment	Classical Music						Classical Music | Entertainment | Classical Music |  |  |
347	338	content	College Radio	Entertainment	College Radio						College Radio | Entertainment | College Radio |  |  |
348	338	content	Comedy (Music and Audio)	Entertainment	Comedy (Music and Audio)				Comedy, Comedy Interviews, Improv, Stand-Up		Comedy (Music and Audio) | Entertainment | Comedy (Music and Audio) |  |  | Comedy, Comedy Interviews, Improv, Stand-Up
349	338	content	Contemporary Hits/Pop/Top 40	Entertainment	Contemporary Hits/Pop/Top 40						Contemporary Hits/Pop/Top 40 | Entertainment | Contemporary Hits/Pop/Top 40 |  |  |
350	338	content	Country Music	Entertainment	Country Music						Country Music | Entertainment | Country Music |  |  |
351	338	content	Dance and Electronic Music	Entertainment	Dance and Electronic Music						Dance and Electronic Music | Entertainment | Dance and Electronic Music |  |  |
354	338	content	Gospel Music	Entertainment	Gospel Music						Gospel Music | Entertainment | Gospel Music |  |  |
355	338	content	Hip Hop Music	Entertainment	Hip Hop Music						Hip Hop Music | Entertainment | Hip Hop Music |  |  |
356	338	content	Inspirational/New Age Music	Entertainment	Inspirational/New Age Music						Inspirational/New Age Music | Entertainment | Inspirational/New Age Music |  |  |
357	338	content	Jazz	Entertainment	Jazz						Jazz | Entertainment | Jazz |  |  |
358	338	content	Oldies/Adult Standards	Entertainment	Oldies/Adult Standards						Oldies/Adult Standards | Entertainment | Oldies/Adult Standards |  |  |
362	338	content	R&B/Soul/Funk	Entertainment	R&B/Soul/Funk						R&B/Soul/Funk | Entertainment | R&B/Soul/Funk |  |  |
359	338	content	Reggae	Entertainment	Reggae						Reggae | Entertainment | Reggae |  |  |
361	338	content	Religious (Music and Audio)	Entertainment	Religious (Music and Audio)						Religious (Music and Audio) | Entertainment | Religious (Music and Audio) |  |  |
363	338	content	Rock Music	Entertainment	Rock Music						Rock Music | Entertainment | Rock Music |  |  |
364	363	content	Album-oriented Rock	Entertainment	Rock Music	Album-oriented Rock					Album-oriented Rock | Entertainment | Rock Music | Album-oriented Rock |  |
365	363	content	Alternative Rock	Entertainment	Rock Music	Alternative Rock					Alternative Rock | Entertainment | Rock Music | Alternative Rock |  |
366	363	content	Classic Rock	Entertainment	Rock Music	Classic Rock					Classic Rock | Entertainment | Rock Music | Classic Rock |  |
367	363	content	Hard Rock	Entertainment	Rock Music	Hard Rock					Hard Rock | Entertainment | Rock Music | Hard Rock |  |
368	363	content	Soft Rock	Entertainment	Rock Music	Soft Rock					Soft Rock | Entertainment | Rock Music | Soft Rock |  |
353	338	content	Songwriters/Folk	Entertainment	Songwriters/Folk						Songwriters/Folk | Entertainment | Songwriters/Folk |  |  |
369	338	content	Soundtracks, TV and Showtunes	Entertainment	Soundtracks, TV and Showtunes						Soundtracks, TV and Showtunes | Entertainment | Soundtracks, TV and Showtunes |  |  |
352	338	content	World/International Music	Entertainment	World/International Music						World/International Music | Entertainment | World/International Music |  |  |
377	338	content	Urban Contemporary Music	Entertainment	Urban Contemporary Music						Urban Contemporary Music | Entertainment | Urban Contemporary Music |  |  |
378	338	content	Variety (Music and Audio)	Entertainment	Variety (Music and Audio)						Variety (Music and Audio) | Entertainment | Variety (Music and Audio) |  |  |
163		content	Personal Celebrations & Life Events	Personal Celebrations & Life Events							Personal Celebrations & Life Events | Personal Celebrations & Life Events |  |  |  |
164	163	content	Anniversary	Personal Celebrations & Life Events	Anniversary						Anniversary | Personal Celebrations & Life Events | Anniversary |  |  |
166	163	content	Baby Shower	Personal Celebrations & Life Events	Baby Shower						Baby Shower | Personal Celebrations & Life Events | Baby Shower |  |  |
167	163	content	Bachelor Party	Personal Celebrations & Life Events	Bachelor Party						Bachelor Party | Personal Celebrations & Life Events | Bachelor Party |  |  |
168	163	content	Bachelorette Party	Personal Celebrations & Life Events	Bachelorette Party						Bachelorette Party | Personal Celebrations & Life Events | Bachelorette Party |  |  |
169	163	content	Birth	Personal Celebrations & Life Events	Birth						Birth | Personal Celebrations & Life Events | Birth |  |  |
170	163	content	Birthday	Personal Celebrations & Life Events	Birthday						Birthday | Personal Celebrations & Life Events | Birthday |  |  |
171	163	content	Funeral	Personal Celebrations & Life Events	Funeral						Funeral | Personal Celebrations & Life Events | Funeral |  |  |
172	163	content	Graduation	Personal Celebrations & Life Events	Graduation						Graduation | Personal Celebrations & Life Events | Graduation |  |  |
173	163	content	Prom	Personal Celebrations & Life Events	Prom						Prom | Personal Celebrations & Life Events | Prom |  |  |
165	163	content	Wedding	Personal Celebrations & Life Events	Wedding						Wedding | Personal Celebrations & Life Events | Wedding |  |  |
391		content	Personal Finance	Personal Finance							Personal Finance | Personal Finance |  |  |  |
392	391	content	Consumer Banking	Personal Finance	Consumer Banking						Consumer Banking | Personal Finance | Consumer Banking |  |  |
393	391	content	Financial Assistance	Personal Finance	Financial Assistance						Financial Assistance | Personal Finance | Financial Assistance |  |  |
394	393	content	Government Support and Welfare	Personal Finance	Financial Assistance	Government Support and Welfare					Government Support and Welfare | Personal Finance | Financial Assistance | Government Support and Welfare |  |
395	393	content	Student Financial Aid	Personal Finance	Financial Assistance	Student Financial Aid					Student Financial Aid | Personal Finance | Financial Assistance | Student Financial Aid |  |
396	391	content	Financial Planning	Personal Finance	Financial Planning						Financial Planning | Personal Finance | Financial Planning |  |  |
397	391	content	Frugal Living	Personal Finance	Frugal Living						Frugal Living | Personal Finance | Frugal Living |  |  |
417	391	content	Home Utilities	Personal Finance	Home Utilities						Home Utilities | Personal Finance | Home Utilities |  |  |
418	417	content	Gas and Electric	Personal Finance	Home Utilities	Gas and Electric					Gas and Electric | Personal Finance | Home Utilities | Gas and Electric |  |
419	417	content	Internet Service Providers	Personal Finance	Home Utilities	Internet Service Providers					Internet Service Providers | Personal Finance | Home Utilities | Internet Service Providers |  |
420	417	content	Phone Services	Personal Finance	Home Utilities	Phone Services					Phone Services | Personal Finance | Home Utilities | Phone Services |  |
421	417	content	Water Services	Personal Finance	Home Utilities	Water Services					Water Services | Personal Finance | Home Utilities | Water Services |  |
398	391	content	Insurance	Personal Finance	Insurance						Insurance | Personal Finance | Insurance |  |  |
399	398	content	Health Insurance	Personal Finance	Insurance	Health Insurance					Health Insurance | Personal Finance | Insurance | Health Insurance |  |
400	398	content	Home Insurance	Personal Finance	Insurance	Home Insurance					Home Insurance | Personal Finance | Insurance | Home Insurance |  |
401	398	content	Life Insurance	Personal Finance	Insurance	Life Insurance					Life Insurance | Personal Finance | Insurance | Life Insurance |  |
402	398	content	Motor Insurance	Personal Finance	Insurance	Motor Insurance					Motor Insurance | Personal Finance | Insurance | Motor Insurance |  |
403	398	content	Pet Insurance	Personal Finance	Insurance	Pet Insurance					Pet Insurance | Personal Finance | Insurance | Pet Insurance |  |
404	398	content	Travel Insurance	Personal Finance	Insurance	Travel Insurance					Travel Insurance | Personal Finance | Insurance | Travel Insurance |  |
405	391	content	Personal Debt	Personal Finance	Personal Debt						Personal Debt | Personal Finance | Personal Debt |  |  |
406	405	content	Credit Cards	Personal Finance	Personal Debt	Credit Cards		SCD			Credit Cards | Personal Finance | Personal Debt | Credit Cards |  |
407	405	content	Home Financing	Personal Finance	Personal Debt	Home Financing					Home Financing | Personal Finance | Personal Debt | Home Financing |  |
408	405	content	Personal Loans	Personal Finance	Personal Debt	Personal Loans					Personal Loans | Personal Finance | Personal Debt | Personal Loans |  |
409	405	content	Student Loans	Personal Finance	Personal Debt	Student Loans					Student Loans | Personal Finance | Personal Debt | Student Loans |  |
410	391	content	Personal Investing	Personal Finance	Personal Investing						Personal Investing | Personal Finance | Personal Investing |  |  |
411	410	content	Hedge Funds	Personal Finance	Personal Investing	Hedge Funds					Hedge Funds | Personal Finance | Personal Investing | Hedge Funds |  |
412	410	content	Mutual Funds	Personal Finance	Personal Investing	Mutual Funds					Mutual Funds | Personal Finance | Personal Investing | Mutual Funds |  |
413	410	content	Options	Personal Finance	Personal Investing	Options					Options | Personal Finance | Personal Investing | Options |  |
414	410	content	Stocks and Bonds	Personal Finance	Personal Investing	Stocks and Bonds					Stocks and Bonds | Personal Finance | Personal Investing | Stocks and Bonds |  |
415	391	content	Personal Taxes	Personal Finance	Personal Taxes						Personal Taxes | Personal Finance | Personal Taxes |  |  |
416	391	content	Retirement Planning	Personal Finance	Retirement Planning						Retirement Planning | Personal Finance | Retirement Planning |  |  |
422		content	Pets	Pets					Pets & Animals	Animals	Pets | Pets |  |  |  | Pets & Animals | Animals
423	422	content	Birds	Pets	Birds						Birds | Pets | Birds |  |  |
424	422	content	Cats	Pets	Cats						Cats | Pets | Cats |  |  |
425	422	content	Dogs	Pets	Dogs						Dogs | Pets | Dogs |  |  |
426	422	content	Fish and Aquariums	Pets	Fish and Aquariums						Fish and Aquariums | Pets | Fish and Aquariums |  |  |
427	422	content	Large Animals	Pets	Large Animals						Large Animals | Pets | Large Animals |  |  |
428	422	content	Pet Adoptions	Pets	Pet Adoptions						Pet Adoptions | Pets | Pet Adoptions |  |  |
431	422	content	Pet Supplies	Pets	Pet Supplies			SCD			Pet Supplies | Pets | Pet Supplies |  |  |
429	422	content	Reptiles	Pets	Reptiles			SCD			Reptiles | Pets | Reptiles |  |  |
430	422	content	Veterinary Medicine	Pets	Veterinary Medicine						Veterinary Medicine | Pets | Veterinary Medicine |  |  |
386		content	Politics	Politics					Government, Politics	Politics	Politics | Politics |  |  |  | Government, Politics | Politics
8YPBBL	386	content	Civic affairs	Politics	Civic affairs						Civic affairs | Politics | Civic affairs |  |  |
387	386	content	Elections	Politics	Elections						Elections | Politics | Elections |  |  |
388	386	content	Political Issues & Policy	Politics	Political Issues & Policy						Political Issues & Policy | Politics | Political Issues & Policy |  |  |
432		content	Pop Culture	Pop Culture					Society & Culture		Pop Culture | Pop Culture |  |  |  | Society & Culture
433	432	content	Celebrity Deaths	Pop Culture	Celebrity Deaths						Celebrity Deaths | Pop Culture | Celebrity Deaths |  |  |
434	432	content	Celebrity Families	Pop Culture	Celebrity Families						Celebrity Families | Pop Culture | Celebrity Families |  |  |
435	432	content	Celebrity Homes	Pop Culture	Celebrity Homes						Celebrity Homes | Pop Culture | Celebrity Homes |  |  |
436	432	content	Celebrity Pregnancy	Pop Culture	Celebrity Pregnancy						Celebrity Pregnancy | Pop Culture | Celebrity Pregnancy |  |  |
437	432	content	Celebrity Relationships	Pop Culture	Celebrity Relationships						Celebrity Relationships | Pop Culture | Celebrity Relationships |  |  |
438	432	content	Celebrity Scandal	Pop Culture	Celebrity Scandal						Celebrity Scandal | Pop Culture | Celebrity Scandal |  |  |
439	432	content	Celebrity Style	Pop Culture	Celebrity Style						Celebrity Style | Pop Culture | Celebrity Style |  |  |
440	432	content	Humor and Satire	Pop Culture	Humor and Satire						Humor and Satire | Pop Culture | Humor and Satire |  |  |
W3CW2J	602	content	Productivity	Technology & Computing	Computing	Computer Software and Applications	Productivity				Productivity | Technology & Computing | Computing | Computer Software and Applications | Productivity |
441		content	Real Estate	Real Estate							Real Estate | Real Estate |  |  |  |
442	441	content	Apartments	Real Estate	Apartments						Apartments | Real Estate | Apartments |  |  |
445	441	content	Developmental Sites	Real Estate	Developmental Sites						Developmental Sites | Real Estate | Developmental Sites |  |  |
446	441	content	Hotel Properties	Real Estate	Hotel Properties						Hotel Properties | Real Estate | Hotel Properties |  |  |
447	441	content	Houses	Real Estate	Houses						Houses | Real Estate | Houses |  |  |
448	441	content	Industrial Property	Real Estate	Industrial Property						Industrial Property | Real Estate | Industrial Property |  |  |
449	441	content	Land and Farms	Real Estate	Land and Farms						Land and Farms | Real Estate | Land and Farms |  |  |
450	441	content	Office Property	Real Estate	Office Property						Office Property | Real Estate | Office Property |  |  |
451	441	content	Real Estate Buying and Selling	Real Estate	Real Estate Buying and Selling			SCD			Real Estate Buying and Selling | Real Estate | Real Estate Buying and Selling |  |  |
452	441	content	Real Estate Renting and Leasing	Real Estate	Real Estate Renting and Leasing			SCD			Real Estate Renting and Leasing | Real Estate | Real Estate Renting and Leasing |  |  |
443	441	content	Retail Property	Real Estate	Retail Property			SCD			Retail Property | Real Estate | Retail Property |  |  |
444	441	content	Vacation Properties	Real Estate	Vacation Properties			SCD			Vacation Properties | Real Estate | Vacation Properties |  |  |
453		content	Religion & Spirituality	Religion & Spirituality				SCD	Religion & Spirituality, Religion, Spirituality	Religion	Religion & Spirituality | Religion & Spirituality |  |  |  | Religion & Spirituality, Religion, Spirituality | Religion
454	453	content	Agnosticism	Religion & Spirituality	Agnosticism			SCD			Agnosticism | Religion & Spirituality | Agnosticism |  |  |
456	453	content	Astrology	Religion & Spirituality	Astrology			SCD			Astrology | Religion & Spirituality | Astrology |  |  |
457	453	content	Atheism	Religion & Spirituality	Atheism			SCD			Atheism | Religion & Spirituality | Atheism |  |  |
458	453	content	Buddhism	Religion & Spirituality	Buddhism			SCD	Buddhism		Buddhism | Religion & Spirituality | Buddhism |  |  | Buddhism
459	453	content	Christianity	Religion & Spirituality	Christianity			SCD	Christianity		Christianity | Religion & Spirituality | Christianity |  |  | Christianity
460	453	content	Hinduism	Religion & Spirituality	Hinduism			SCD	Hinduism		Hinduism | Religion & Spirituality | Hinduism |  |  | Hinduism
461	453	content	Islam	Religion & Spirituality	Islam			SCD	Islam		Islam | Religion & Spirituality | Islam |  |  | Islam
462	453	content	Judaism	Religion & Spirituality	Judaism				Judaism		Judaism | Religion & Spirituality | Judaism |  |  | Judaism
463	453	content	Sikhism	Religion & Spirituality	Sikhism						Sikhism | Religion & Spirituality | Sikhism |  |  |
455	453	content	Spirituality	Religion & Spirituality	Spirituality			SCD			Spirituality | Religion & Spirituality | Spirituality |  |  |
464		content	Science	Science					Science, Natural Sciences, Nature		Science | Science |  |  |  | Science, Natural Sciences, Nature
465	464	content	Biological Sciences	Science	Biological Sciences				Life Sciences		Biological Sciences | Science | Biological Sciences |  |  | Life Sciences
466	464	content	Chemistry	Science	Chemistry				Chemistry		Chemistry | Science | Chemistry |  |  | Chemistry
467	464	content	Environment	Science	Environment						Environment | Science | Environment |  |  |
468	464	content	Genetics	Science	Genetics						Genetics | Science | Genetics |  |  |
469	464	content	Geography	Science	Geography						Geography | Science | Geography |  |  |
470	464	content	Geology	Science	Geology				Earth Sciences		Geology | Science | Geology |  |  | Earth Sciences
471	464	content	Physics	Science	Physics				Physics		Physics | Science | Physics |  |  | Physics
472	464	content	Space and Astronomy	Science	Space and Astronomy				Astronomy		Space and Astronomy | Science | Space and Astronomy |  |  | Astronomy
390	464	content	Weather	Science	Weather					Weather	Weather | Science | Weather |  |  |  | Weather
v9i3On		content	Sensitive Topics	Sensitive Topics							Sensitive Topics | Sensitive Topics |  |  |  |
Rm3SiT	v9i3On	content	Adult & Explicit Sexual Content	Sensitive Topics	Adult & Explicit Sexual Content						Adult & Explicit Sexual Content | Sensitive Topics | Adult & Explicit Sexual Content |  |  |
avbNf2	v9i3On	content	Arms & Ammunition	Sensitive Topics	Arms & Ammunition						Arms & Ammunition | Sensitive Topics | Arms & Ammunition |  |  |
XtODT3	v9i3On	content	Crime & Harmful Acts to Individuals, Society & Human Right Violations	Sensitive Topics	Crime & Harmful Acts to Individuals, Society & Human Right Violations						Crime & Harmful Acts to Individuals, Society & Human Right Violations | Sensitive Topics | Crime & Harmful Acts to Individuals, Society & Human Right Violations |  |  |
I4GWl6	v9i3On	content	Death, Injury, or Military Conflict	Sensitive Topics	Death, Injury, or Military Conflict						Death, Injury, or Military Conflict | Sensitive Topics | Death, Injury, or Military Conflict |  |  |
Z7rJBM	v9i3On	content	Debated Sensitive Social Issues	Sensitive Topics	Debated Sensitive Social Issues						Debated Sensitive Social Issues | Sensitive Topics | Debated Sensitive Social Issues |  |  |
HxqYV1	v9i3On	content	Hate Speech and Acts of Aggression	Sensitive Topics	Hate Speech and Acts of Aggression						Hate Speech and Acts of Aggression | Sensitive Topics | Hate Speech and Acts of Aggression |  |  |
pg0WhF	v9i3On	content	Illegal Drugs, Tobacco, eCigarettes, Vaping, Alcohol	Sensitive Topics	Illegal Drugs, Tobacco, eCigarettes, Vaping, Alcohol						Illegal Drugs, Tobacco, eCigarettes, Vaping, Alcohol | Sensitive Topics | Illegal Drugs, Tobacco, eCigarettes, Vaping, Alcohol |  |  |
j9PaO9	v9i3On	content	Obscenity and Profanity	Sensitive Topics	Obscenity and Profanity						Obscenity and Profanity | Sensitive Topics | Obscenity and Profanity |  |  |
mm3UXx	v9i3On	content	Online Piracy	Sensitive Topics	Online Piracy						Online Piracy | Sensitive Topics | Online Piracy |  |  |
6i4dB6	v9i3On	content	Spam or Harmful Content	Sensitive Topics	Spam or Harmful Content						Spam or Harmful Content | Sensitive Topics | Spam or Harmful Content |  |  |
8FD8nI	v9i3On	content	Terrorism	Sensitive Topics	Terrorism						Terrorism | Sensitive Topics | Terrorism |  |  |
473		content	Shopping	Shopping							Shopping | Shopping |  |  |  |
482	473	content	Children's Games and Toys	Shopping	Children's Games and Toys						Children's Games and Toys | Shopping | Children's Games and Toys |  |  |
474	473	content	Coupons and Discounts	Shopping	Coupons and Discounts						Coupons and Discounts | Shopping | Coupons and Discounts |  |  |
475	473	content	Flower Shopping	Shopping	Flower Shopping						Flower Shopping | Shopping | Flower Shopping |  |  |
476	473	content	Gifts and Greetings Cards	Shopping	Gifts and Greetings Cards						Gifts and Greetings Cards | Shopping | Gifts and Greetings Cards |  |  |
477	473	content	Grocery Shopping	Shopping	Grocery Shopping						Grocery Shopping | Shopping | Grocery Shopping |  |  |
478	473	content	Holiday Shopping	Shopping	Holiday Shopping						Holiday Shopping | Shopping | Holiday Shopping |  |  |
479	473	content	Household Supplies	Shopping	Household Supplies						Household Supplies | Shopping | Household Supplies |  |  |
480	473	content	Lotteries and Scratchcards	Shopping	Lotteries and Scratchcards						Lotteries and Scratchcards | Shopping | Lotteries and Scratchcards |  |  |
161	473	content	Party Supplies and Decorations	Shopping	Party Supplies and Decorations						Party Supplies and Decorations | Shopping | Party Supplies and Decorations |  |  |
